T_K,rho_mol_m3,P_Pa,Z_PR
306.878200,12000.000000,8.148605310277e6,0.266134889727
306.878200,12117.647059,8.177966590439e6,0.264500690304
306.878200,12235.294118,8.209295833345e6,0.262960955766
306.878200,12352.941176,8.242688075677e6,0.261516002346
306.878200,12470.588235,8.278239539306e6,0.260166171596
306.878200,12588.235294,8.316047675976e6,0.258911830585
306.878200,12705.882353,8.356211212877e6,0.257753372134
306.878200,12823.529412,8.398830199145e6,0.256691215048
306.878200,12941.176471,8.444006053343e6,0.255725804375
306.878200,13058.823529,8.491841611947e6,0.254857611683
306.878200,13176.470588,8.542441178907e6,0.254087135343
306.878200,13294.117647,8.595910576306e6,0.253414900844
306.878200,13411.764706,8.652357196183e6,0.252841461112
306.878200,13529.411765,8.711890053557e6,0.252367396856
306.878200,13647.058824,8.774619840710e6,0.251993316931
306.878200,13764.705882,8.840658982779e6,0.251719858712
306.878200,13882.352941,8.910121694715e6,0.251547688502
306.878200,14000.000000,8.983124039658e6,0.251477501942
306.878200,14117.647059,9.059783988796e6,0.251510024458
306.878200,14235.294118,9.140221482767e6,0.251646011715
306.878200,14352.941176,9.224558494657e6,0.251886250103
306.878200,14470.588235,9.312919094668e6,0.252231557232
306.878200,14588.235294,9.405429516532e6,0.252682782468
306.878200,14705.882353,9.502218225717e6,0.253240807469
306.878200,14823.529412,9.603415989523e6,0.253906546767
306.878200,14941.176471,9.709155949130e6,0.254680948356
306.878200,15058.823529,9.819573693674e6,0.255564994318
306.878200,15176.470588,9.934807336453e6,0.256559701466
306.878200,15294.117647,1.005499759331e7,0.257666122019
306.878200,15411.764706,1.018028786335e7,0.258885344303
306.878200,15529.411765,1.031082431196e7,0.260218493478
306.878200,15647.058824,1.044675595640e7,0.261666732297
306.878200,15764.705882,1.058823475389e7,0.263231261895
306.878200,15882.352941,1.073541569246e7,0.264913322605
306.878200,16000.000000,1.088845688447e7,0.266714194813
307.003200,2000.000000,3.966187764762e6,0.776901906916
307.003200,2117.647059,4.138173483871e6,0.765557872427
307.003200,2235.294118,4.304349647416e6,0.754389751392
307.003200,2352.941176,4.464857022110e6,0.743394594323
307.003200,2470.588235,4.619833370752e6,0.732569537205
307.003200,2588.235294,4.769413563222e6,0.721911798872
307.003200,2705.882353,4.913729683478e6,0.711418678490
307.003200,2823.529412,5.052911132727e6,0.701087553133
307.003200,2941.176471,5.187084728957e6,0.690915875462
307.003200,3058.823529,5.316374802989e6,0.680901171487
307.003200,3176.470588,5.440903291227e6,0.671041038427
307.003200,3294.117647,5.560789825237e6,0.661333142645
307.003200,3411.764706,5.676151818311e6,0.651775217668
307.003200,3529.411765,5.787104549162e6,0.642365062282
307.003200,3647.058824,5.893761242860e6,0.633100538701
307.003200,3764.705882,5.996233149163e6,0.623979570807
307.003200,3882.352941,6.094629618331e6,0.615000142457
307.003200,4000.000000,6.189058174567e6,0.606160295858
307.003200,4117.647059,6.279624587171e6,0.597458129997
307.003200,4235.294118,6.366432939524e6,0.588891799139
307.003200,4352.941176,6.449585696001e6,0.580459511377
307.003200,4470.588235,6.529183766892e6,0.572159527242
307.003200,4588.235294,6.605326571450e6,0.563990158359
307.003200,4705.882353,6.678112099125e6,0.555949766162
307.003200,4823.529412,6.747636969081e6,0.548036760649
307.003200,4941.176471,6.813996488079e6,0.540249599194
307.003200,5058.823529,6.877284706787e6,0.532586785399
307.003200,5176.470588,6.937594474610e6,0.525046867987
307.003200,5294.117647,6.995017493089e6,0.517628439742
307.003200,5411.764706,7.049644367954e6,0.510330136489
307.003200,5529.411765,7.101564659887e6,0.503150636108
307.003200,5647.058824,7.150866934056e6,0.496088657597
307.003200,5764.705882,7.197638808481e6,0.489142960153
307.003200,5882.352941,7.241967001296e6,0.482312342310
307.003200,6000.000000,7.283937376952e6,0.475595641091
307.003200,6117.647059,7.323634991419e6,0.468991731207
307.003200,6235.294118,7.361144136437e6,0.462499524280
307.003200,6352.941176,7.396548382873e6,0.456117968097
307.003200,6470.588235,7.429930623217e6,0.449846045901
307.003200,6588.235294,7.461373113277e6,0.443682775696
307.003200,6705.882353,7.490957513109e6,0.437627209599
307.003200,6823.529412,7.518764927235e6,0.431678433198
307.003200,6941.176471,7.544875944176e6,0.425835564955
307.003200,7058.823529,7.569370675353e6,0.420097755622
307.003200,7176.470588,7.592328793396e6,0.414464187685
307.003200,7294.117647,7.613829569886e6,0.408934074833
307.003200,7411.764706,7.633951912585e6,0.403506661449
307.003200,7529.411765,7.652774402178e6,0.398181222124
307.003200,7647.058824,7.670375328566e6,0.392957061193
307.003200,7764.705882,7.686832726744e6,0.387833512292
307.003200,7882.352941,7.702224412299e6,0.382809937933
307.003200,8000.000000,7.716628016567e6,0.377885729106
307.003200,8117.647059,7.730121021460e6,0.373060304894
307.003200,8235.294118,7.742780794026e6,0.368333112112
307.003200,8352.941176,7.754684620747e6,0.363703624961
307.003200,8470.588235,7.765909741617e6,0.359171344702
307.003200,8588.235294,7.776533384030e6,0.354735799352
307.003200,8705.882353,7.786632796505e6,0.350396543388
307.003200,8823.529412,7.796285282280e6,0.346153157481
307.003200,8941.176471,7.805568232801e6,0.342005248235
307.003200,9058.823529,7.814559161136e6,0.337952447949
307.003200,9176.470588,7.823335735344e6,0.333994414398
307.003200,9294.117647,7.831975811825e6,0.330130830621
307.003200,9411.764706,7.840557468679e6,0.326361404734
307.003200,9529.411765,7.849159039104e6,0.322685869757
307.003200,9647.058824,7.857859144859e6,0.319103983447
307.003200,9764.705882,7.866736729820e6,0.315615528164
307.003200,9882.352941,7.875871093658e6,0.312220310731
307.003200,10000.000000,7.885341925664e6,0.308918162330
307.003200,10117.647059,7.895229338751e6,0.305708938396
307.003200,10235.294118,7.905613903666e6,0.302592518534
307.003200,10352.941176,7.916576683423e6,0.299568806452
307.003200,10470.588235,7.928199268011e6,0.296637729899
307.003200,10588.235294,7.940563809378e6,0.293799240630
307.003200,10705.882353,7.953753056746e6,0.291053314376
307.003200,10823.529412,7.967850392262e6,0.288399950832
307.003200,10941.176471,7.982939867033e6,0.285839173660
307.003200,11058.823529,7.999106237569e6,0.283371030504
307.003200,11176.470588,8.016435002653e6,0.280995593020
307.003200,11294.117647,8.035012440689e6,0.278712956921
307.003200,11411.764706,8.054925647544e6,0.276523242036
307.003200,11529.411765,8.076262574923e6,0.274426592386
307.003200,11647.058824,8.099112069302e6,0.272423176267
307.003200,11764.705882,8.123563911464e6,0.270513186358
307.003200,11882.352941,8.149708856661e6,0.268696839833
307.003200,12000.000000,8.177638675438e6,0.266974378498
307.003200,12117.647059,8.207446195161e6,0.265346068932
307.003200,12235.294118,8.239225342282e6,0.263812202657
307.003200,12352.941176,8.273071185369e6,0.262373096307
307.003200,12470.588235,8.309079978956e6,0.261029091826
307.003200,12588.235294,8.347349208237e6,0.259780556675
307.003200,12705.882353,8.387977634651e6,0.258627884056
307.003200,12823.529412,8.431065342404e6,0.257571493152
307.003200,12941.176471,8.476713785952e6,0.256611829384
307.003200,13058.823529,8.525025838516e6,0.255749364685
307.003200,13176.470588,8.576105841653e6,0.254984597789
307.003200,13294.117647,8.630059655929e6,0.254318054541
307.003200,13411.764706,8.686994712766e6,0.253750288217
307.003200,13529.411765,8.747020067476e6,0.253281879874
307.003200,13647.058824,8.810246453569e6,0.252913438708
307.003200,13764.705882,8.876786338360e6,0.252645602431
307.003200,13882.352941,8.946753979947e6,0.252479037678
307.003200,14000.000000,9.020265485613e6,0.252414440418
307.003200,14117.647059,9.097438871699e6,0.252452536401
307.003200,14235.294118,9.178394125029e6,0.252594081612
307.003200,14352.941176,9.263253265932e6,0.252839862752
307.003200,14470.588235,9.352140412937e6,0.253190697747
307.003200,14588.235294,9.445181849202e6,0.253647436266
307.003200,14705.882353,9.542506090753e6,0.254210960272
307.003200,14823.529412,9.644243956601e6,0.254882184594
307.003200,14941.176471,9.750528640820e6,0.255662057522
307.003200,15058.823529,9.861495786648e6,0.256551561430
307.003200,15176.470588,9.977283562723e6,0.257551713418
307.003200,15294.117647,1.009803274150e7,0.258663565990
307.003200,15411.764706,1.022388677997e7,0.259888207752
307.003200,15529.411765,1.035499190277e7,0.261226764141
307.003200,15647.058824,1.049149718775e7,0.262680398186
307.003200,15764.705882,1.063355465412e7,0.264250311290
307.003200,15882.352941,1.078131935331e7,0.265937744055
307.003200,16000.000000,1.093494946260e7,0.267743977132
307.128200,2000.000000,3.968797079202e6,0.777096618629
307.128200,2117.647059,4.140967300111e6,0.765762936104
307.128200,2235.294118,4.307331213527e6,0.754605060787
307.128200,2352.941176,4.468029561053e6,0.743620045409
307.128200,2470.588235,4.623200081461e6,0.732805028115
307.128200,2588.235294,4.772977621660e6,0.722157229847
307.128200,2705.882353,4.917494243660e6,0.711673951824
307.128200,2823.529412,5.056879327719e6,0.701352573120
307.128200,2941.176471,5.191259671851e6,0.691190548345
307.128200,3058.823529,5.320759587857e6,0.681185405414
307.128200,3176.470588,5.445500994045e6,0.671334743398
307.128200,3294.117647,5.565603504790e6,0.661636230469
307.128200,3411.764706,5.681184517081e6,0.652087601919
307.128200,3529.411765,5.792359294189e6,0.642686658255
307.128200,3647.058824,5.899241046591e6,0.633431263372
307.128200,3764.705882,6.001941010276e6,0.624319342791
307.128200,3882.352941,6.100568522546e6,0.615348881970
307.128200,4000.000000,6.195231095438e6,0.606517924678
307.128200,4117.647059,6.286034486863e6,0.597824571428
307.128200,4235.294118,6.373082769575e6,0.589266977976
307.128200,4352.941176,6.456478398068e6,0.580843353870
307.128200,4470.588235,6.536322273485e6,0.572551961064
307.128200,4588.235294,6.612713806652e6,0.564391112571
307.128200,4705.882353,6.685750979296e6,0.556359171183
307.128200,4823.529412,6.755530403559e6,0.548454548226
307.128200,4941.176471,6.822147379858e6,0.540675702372
307.128200,5058.823529,6.885695953194e6,0.533021138489
307.128200,5176.470588,6.946268967966e6,0.525489406541
307.128200,5294.117647,7.003958121362e6,0.518079100525
307.128200,5411.764706,7.058854015404e6,0.510788857452
307.128200,5529.411765,7.111046207700e6,0.503617356363
307.128200,5647.058824,7.160623260970e6,0.496563317390
307.128200,5764.705882,7.207672791407e6,0.489625500842
307.128200,5882.352941,7.252281515928e6,0.482802706338
307.128200,6000.000000,7.294535298374e6,0.476093771968
307.128200,6117.647059,7.334519194701e6,0.469497573482
307.128200,6235.294118,7.372317497230e6,0.463013023522
307.128200,6352.941176,7.408013777994e6,0.456639070875
307.128200,6470.588235,7.441690931232e6,0.450374699759
307.128200,6588.235294,7.473431215077e6,0.444218929138
307.128200,6705.882353,7.503316292486e6,0.438170812066
307.128200,6823.529412,7.531427271446e6,0.432229435050
307.128200,6941.176471,7.557844744509e6,0.426393917453
307.128200,7058.823529,7.582648827693e6,0.420663410908
307.128200,7176.470588,7.605919198779e6,0.415037098766
307.128200,7294.117647,7.627735135059e6,0.409514195564
307.128200,7411.764706,7.648175550558e6,0.404093946516
307.128200,7529.411765,7.667319032778e6,0.398775627028
307.128200,7647.058824,7.685243878985e6,0.393558542232
307.128200,7764.705882,7.702028132092e6,0.388442026548
307.128200,7882.352941,7.717749616153e6,0.383425443257
307.128200,8000.000000,7.732485971515e6,0.378508184101
307.128200,8117.647059,7.746314689654e6,0.373689668904
307.128200,8235.294118,7.759313147729e6,0.368969345206
307.128200,8352.941176,7.771558642880e6,0.364346687918
307.128200,8470.588235,7.783128426309e6,0.359821199001
307.128200,8588.235294,7.794099737171e6,0.355392407157
307.128200,8705.882353,7.804549836296e6,0.351059867537
307.128200,8823.529412,7.814556039787e6,0.346823161470
307.128200,8941.176471,7.824195752509e6,0.342681896211
307.128200,9058.823529,7.833546501511e6,0.338635704695
307.128200,9176.470588,7.842685969391e6,0.334684245321
307.128200,9294.117647,7.851692027651e6,0.330827201745
307.128200,9411.764706,7.860642770062e6,0.327064282686
307.128200,9529.411765,7.869616546063e6,0.323395221754
307.128200,9647.058824,7.878691994227e6,0.319819777292
307.128200,9764.705882,7.887948075824e6,0.316337732229
307.128200,9882.352941,7.897464108502e6,0.312948893953
307.128200,10000.000000,7.907319800117e6,0.309653094198
307.128200,10117.647059,7.917595282742e6,0.306450188942
307.128200,10235.294118,7.928371146879e6,0.303340058325
307.128200,10352.941176,7.939728475905e6,0.300322606578
307.128200,10470.588235,7.951748880781e6,0.297397761968
307.128200,10588.235294,7.964514535047e6,0.294565476759
307.128200,10705.882353,7.978108210137e6,0.291825727179
307.128200,10823.529412,7.992613311047e6,0.289178513417
307.128200,10941.176471,8.008113912369e6,0.286623859616
307.128200,11058.823529,8.024694794744e6,0.284161813896
307.128200,11176.470588,8.042441481743e6,0.281792448380
307.128200,11294.117647,8.061440277225e6,0.279515859242
307.128200,11411.764706,8.081778303181e6,0.277332166765
307.128200,11529.411765,8.103543538124e6,0.275241515415
307.128200,11647.058824,8.126824856033e6,0.273244073928
307.128200,11764.705882,8.151712065894e6,0.271340035412
307.128200,11882.352941,8.178295951878e6,0.269529617470
307.128200,12000.000000,8.206668314171e6,0.267813062324
307.128200,12117.647059,8.236922010522e6,0.266190636969
307.128200,12235.294118,8.269150998508e6,0.264662633330
307.128200,12352.941176,8.303450378587e6,0.263229368442
307.128200,12470.588235,8.339916437956e6,0.261891184645
307.128200,12588.235294,8.378646695259e6,0.260648449787
307.128200,12705.882353,8.419739946187e6,0.259501557452
307.128200,12823.529412,8.463296310013e6,0.258450927202
307.128200,12941.176471,8.509417277091e6,0.257497004828
307.128200,13058.823529,8.558205757388e6,0.256640262630
307.128200,13176.470588,8.609766130065e6,0.255881199703
307.128200,13294.117647,8.664204294176e6,0.255220342248
307.128200,13411.764706,8.721627720521e6,0.254658243893
307.128200,13529.411765,8.782145504711e6,0.254195486040
307.128200,13647.058824,8.845868421480e6,0.253832678225
307.128200,13764.705882,8.912908980324e6,0.253570458500
307.128200,13882.352941,8.983381482490e6,0.253409493829
307.128200,14000.000000,9.057402079402e6,0.253350480511
307.128200,14117.647059,9.135088832555e6,0.253394144617
307.128200,14235.294118,9.216561774960e6,0.253541242451
307.128200,14352.941176,9.301942974190e6,0.253792561030
307.128200,14470.588235,9.391356597099e6,0.254148918590
307.128200,14588.235294,9.484928976273e6,0.254611165105
307.128200,14705.882353,9.582788678295e6,0.255180182842
307.128200,14823.529412,9.685066573889e6,0.255856886930
307.128200,14941.176471,9.791895910021e6,0.256642225951
307.128200,15058.823529,9.903412384034e6,0.257537182571
307.128200,15176.470588,1.001975421990e7,0.258542774179
307.128200,15294.117647,1.014106224669e7,0.259660053561
307.128200,15411.764706,1.026747997929e7,0.260890109604
307.128200,15529.411765,1.039915370158e7,0.262234068024
307.128200,15647.058824,1.053623255199e7,0.263693092120
307.128200,15764.705882,1.067886861172e7,0.265268383569
307.128200,15882.352941,1.082721699564e7,0.266961183238
307.128200,16000.000000,1.098143594589e7,0.268772772043
307.253200,2000.000000,3.971406249540e6,0.777291143709
307.253200,2117.647059,4.143760955661e6,0.765967803226
307.253200,2235.294118,4.310312601545e6,0.754820163806
307.253200,2352.941176,4.471201903699e6,0.743845280397
307.253200,2470.588235,4.626566576882e6,0.733040293304
307.253200,2588.235294,4.776541445037e6,0.722402425574
307.253200,2705.882353,4.921258548240e6,0.711928980475
307.253200,2823.529412,5.060847245813e6,0.701617339082
307.253200,2941.176471,5.195434315805e6,0.691464957952
307.253200,3058.823529,5.325144051005e6,0.681469366899
307.253200,3176.470588,5.450098351636e6,0.671628166849
307.253200,3294.117647,5.570416814893e6,0.661939027780
307.253200,3411.764706,5.686216821469e6,0.652399686746
307.253200,3529.411765,5.797613619205e6,0.643007945975
307.253200,3647.058824,5.904720403991e6,0.633761671040
307.253200,3764.705882,6.007648398057e6,0.624658789100
307.253200,3882.352941,6.106506925754e6,0.615697287212
307.253200,4000.000000,6.201403486962e6,0.606875210706
307.253200,4117.647059,6.292443828211e6,0.598190661621
307.253200,4235.294118,6.379732011637e6,0.589641797200
307.253200,4352.941176,6.463370481857e6,0.581226828446
307.253200,4470.588235,6.543460130878e6,0.572944018733
307.253200,4588.235294,6.620100361102e6,0.564791682463
307.253200,4705.882353,6.693389146545e6,0.556768183785
307.253200,4823.529412,6.763423092329e6,0.548871935349
307.253200,4941.176471,6.830297492537e6,0.541101397125
307.253200,5058.823529,6.894106386508e6,0.533455075246
307.253200,5176.470588,6.954942613640e6,0.525931520917
307.253200,5294.117647,7.012897866777e6,0.518529329345
307.253200,5411.764706,7.068062744236e6,0.511247138726
307.253200,5529.411765,7.120526800557e6,0.504083629262
307.253200,5647.058824,7.170378596018e6,0.497037522216
307.253200,5764.705882,7.217705744992e6,0.490107579010
307.253200,5882.352941,7.262594963184e6,0.483292600348
307.253200,6000.000000,7.305132113828e6,0.476591425381
307.253200,6117.647059,7.345402252873e6,0.470002930901
307.253200,6235.294118,7.383489673224e6,0.463526030569
307.253200,6352.941176,7.419477948087e6,0.457159674169
307.253200,6470.588235,7.453449973453e6,0.450902846897
307.253200,6588.235294,7.485488009786e6,0.444754568671
307.253200,6705.882353,7.515673722946e6,0.438713893484
307.253200,6823.529412,7.544088224390e6,0.432779908761
307.253200,6941.176471,7.570812110709e6,0.426951734763
307.253200,7058.823529,7.595925502518e6,0.421228524007
307.253200,7176.470588,7.619508082753e6,0.415609460705
307.253200,7294.117647,7.641639134422e6,0.410093760243
307.253200,7411.764706,7.662397577817e6,0.404680668664
307.253200,7529.411765,7.681862007259e6,0.399369462187
307.253200,7647.058824,7.700110727385e6,0.394159446744
307.253200,7764.705882,7.717221789029e6,0.389049957536
307.253200,7882.352941,7.733273024712e6,0.384040358612
307.253200,8000.000000,7.748342083800e6,0.379130042467
307.253200,8117.647059,7.762506467334e6,0.374318429662
307.253200,8235.294118,7.775843562586e6,0.369604968463
307.253200,8352.941176,7.788430677358e6,0.364989134492
307.253200,8470.588235,7.800345074065e6,0.360470430408
307.253200,8588.235294,7.811664003623e6,0.356048385597
307.253200,8705.882353,7.822464739176e6,0.351722555882
307.253200,8823.529412,7.832824609695e6,0.347492523253
307.253200,8941.176471,7.842821033469e6,0.343357895612
307.253200,9058.823529,7.852531551527e6,0.339318306531
307.253200,9176.470588,7.862033861010e6,0.335373415034
307.253200,9294.117647,7.871405848525e6,0.331522905390
307.253200,9411.764706,7.880725623516e6,0.327766486921
307.253200,9529.411765,7.890071551663e6,0.324103893829
307.253200,9647.058824,7.899522288359e6,0.320534885040
307.253200,9764.705882,7.909156812269e6,0.317059244053
307.253200,9882.352941,7.919054459019e6,0.313676778820
307.253200,10000.000000,7.929294955033e6,0.310387321625
307.253200,10117.647059,7.939958451544e6,0.307190728991
307.253200,10235.294118,7.951125558813e6,0.304086881590
307.253200,10352.941176,7.962877380581e6,0.301075684178
307.253200,10470.588235,7.975295548784e6,0.298157065539
307.253200,10588.235294,7.988462258553e6,0.295330978442
307.253200,10705.882353,8.002460303540e6,0.292597399617
307.253200,10823.529412,8.017373111586e6,0.289956329741
307.253200,10941.176471,8.033284780773e6,0.287407793442
307.253200,11058.823529,8.050280115874e6,0.284951839312
307.253200,11176.470588,8.068444665252e6,0.282588539945
307.253200,11294.117647,8.087864758216e6,0.280317991973
307.253200,11411.764706,8.108627542888e6,0.278140316132
307.253200,11529.411765,8.130821024589e6,0.276055657332
307.253200,11647.058824,8.154534104801e6,0.274064184749
307.253200,11764.705882,8.179856620716e6,0.272166091923
307.253200,11882.352941,8.206879385422e6,0.270361596881
307.253200,12000.000000,8.235694228753e6,0.268650942264
307.253200,12117.647059,8.266394038834e6,0.267034395478
307.253200,12235.294118,8.299072804374e6,0.265512248856
307.253200,12352.941176,8.333825657721e6,0.264084819832
307.253200,12470.588235,8.370748918735e6,0.262752451139
307.253200,12588.235294,8.409940139511e6,0.261515511013
307.253200,12705.882353,8.451498149993e6,0.260374393423
307.253200,12823.529412,8.495523104522e6,0.259329518304
307.253200,12941.176471,8.542116529352e6,0.258381331821
307.253200,13058.823529,8.591381371193e6,0.257530306639
307.253200,13176.470588,8.643422046814e6,0.256776942215
307.253200,13294.117647,8.698344493756e6,0.256121765103
307.253200,13411.764706,8.756256222201e6,0.255565329283
307.253200,13529.411765,8.817266368053e6,0.255108216504
307.253200,13647.058824,8.881485747278e6,0.254751036642
307.253200,13764.705882,8.949026911549e6,0.254494428085
307.253200,13882.352941,9.020004205264e6,0.254339058128
307.253200,14000.000000,9.094533823988e6,0.254285623399
307.253200,14117.647059,9.172733874370e6,0.254334850291
307.253200,14235.294118,9.254724435608e6,0.254487495426
307.253200,14352.941176,9.340627622522e6,0.254744346137
307.253200,14470.588235,9.430567650288e6,0.255106220967
307.253200,14588.235294,9.524670900922e6,0.255573970200
307.253200,14705.882353,9.623065991565e6,0.256148476403
307.253200,14823.529412,9.725883844653e6,0.256830655003
307.253200,14941.176471,9.833257760045e6,0.257621454878
307.253200,15058.823529,9.945323489187e6,0.258521858984
307.253200,15176.470588,1.006221931139e7,0.259532884997
307.253200,15294.117647,1.018408611233e7,0.260655585988
307.253200,15411.764706,1.031106746481e7,0.261891051123
307.253200,15529.411765,1.044330971192e7,0.263240406395
307.253200,15647.058824,1.058096205270e7,0.264704815376
307.253200,15764.705882,1.072417663034e7,0.266285480014
307.253200,15882.352941,1.087310862312e7,0.267983641444
307.253200,16000.000000,1.102791633806e7,0.269800580844
307.378200,2000.000000,3.974015275863e6,0.777485482400
307.378200,2117.647059,4.146554450618e6,0.766172474050
307.378200,2235.294118,4.313293811579e6,0.755035060719
307.378200,2352.941176,4.474374050170e6,0.744070299571
307.378200,2470.588235,4.629932857144e6,0.733275333069
307.378200,2588.235294,4.780105033497e6,0.722647386361
307.378200,2705.882353,4.925022597376e6,0.712183764766
307.378200,2823.529412,5.064814887178e6,0.701881851353
307.378200,2941.176471,5.199608661001e6,0.691739104628
307.378200,3058.823529,5.329528192630e6,0.681753056301
307.378200,3176.470588,5.454695364212e6,0.671921309151
307.378200,3294.117647,5.575229755772e6,0.662241534959
307.378200,3411.764706,5.691248731717e6,0.652711472543
307.378200,3529.411765,5.802867524466e6,0.643328925847
307.378200,3647.058824,5.910199315332e6,0.634091762121
307.378200,3764.705882,6.013355312793e6,0.624997910161
307.378200,3882.352941,6.112444828260e6,0.616045358622
307.378200,4000.000000,6.207575349462e6,0.607232154394
307.378200,4117.647059,6.298852611556e6,0.598556401037
307.378200,4235.294118,6.386380666067e6,0.590016257282
307.378200,4352.941176,6.470261947746e6,0.581609935588
307.378200,4470.588235,6.550597339466e6,0.573335700744
307.378200,4588.235294,6.627486235217e6,0.565191868541
307.378200,4705.882353,6.701026601307e6,0.557176804482
307.378200,4823.529412,6.771315035847e6,0.549288922544
307.378200,4941.176471,6.838446826592e6,0.541526683989
307.378200,5058.823529,6.902516007224e6,0.533888596218
307.378200,5176.470588,6.963615412150e6,0.526373211671
307.378200,5294.117647,7.021836729871e6,0.518979126768
307.378200,5411.764706,7.077270555008e6,0.511704980888
307.378200,5529.411765,7.130006439039e6,0.504549455391
307.378200,5647.058824,7.180132939807e6,0.497511272673
307.378200,5764.705882,7.227737669865e6,0.490589195265
307.378200,5882.352941,7.272907343715e6,0.483782024955
307.378200,6000.000000,7.315727823988e6,0.477088601956
307.378200,6117.647059,7.356284166632e6,0.470507804102
307.378200,6235.294118,7.394660665142e6,0.464038546068
307.378200,6352.941176,7.430940893899e6,0.457679778637
307.378200,6470.588235,7.465207750652e6,0.451430487979
307.378200,6588.235294,7.497543498201e6,0.445289694970
307.378200,6705.882353,7.528029805311e6,0.439256454537
307.378200,6823.529412,7.556747786918e6,0.433329855023
307.378200,6941.176471,7.583778043651e6,0.427509017589
307.378200,7058.823529,7.609200700728e6,0.421793095630
307.378200,7176.470588,7.633095446247e6,0.416181274224
307.378200,7294.117647,7.655541568931e6,0.410672769600
307.378200,7411.764706,7.676617995345e6,0.405266828632
307.378200,7529.411765,7.696403326632e6,0.399962728351
307.378200,7647.058824,7.714975874805e6,0.394759775487
307.378200,7764.705882,7.732413698620e6,0.389657306023
307.378200,7882.352941,7.748794639072e6,0.384654684773
307.378200,8000.000000,7.764196354546e6,0.379751304985
307.378200,8117.647059,7.778696355653e6,0.374946587960
307.378200,8235.294118,7.792372039779e6,0.370239982684
307.378200,8352.941176,7.805300725395e6,0.365630965493
307.378200,8470.588235,7.817559686127e6,0.361119039740
307.378200,8588.235294,7.829226184658e6,0.356703735497
307.378200,8705.882353,7.840377506448e6,0.352384609258
307.378200,8823.529412,7.851090993339e6,0.348161243673
307.378200,8941.176471,7.861444077046e6,0.344033247290
307.378200,9058.823529,7.871514312581e6,0.340000254318
307.378200,9176.470588,7.881379411630e6,0.336061924404
307.378200,9294.117647,7.891117275908e6,0.332217942431
307.378200,9411.764706,7.900806030533e6,0.328468018323
307.378200,9529.411765,7.910524057432e6,0.324811886875
307.378200,9647.058824,7.920350028816e6,0.321249307592
307.378200,9764.705882,7.930362940747e6,0.317780064546
307.378200,9882.352941,7.940642146835e6,0.314403966248
307.378200,10000.000000,7.951267392071e6,0.311120845537
307.378200,10117.647059,7.962318846850e6,0.307930559475
307.378200,10235.294118,7.973877141196e6,0.304832989270
307.378200,10352.941176,7.986023399214e6,0.301828040201
307.378200,10470.588235,7.998839273817e6,0.298915641567
307.378200,10588.235294,8.012406981729e6,0.296095746644
307.378200,10705.882353,8.026809338821e6,0.293368332661
307.378200,10823.529412,8.042129795783e6,0.290733400784
307.378200,10941.176471,8.058452474184e6,0.288190976124
307.378200,11058.823529,8.075862202935e6,0.285741107749
307.378200,11176.470588,8.094444555189e6,0.283383868718
307.378200,11294.117647,8.114285885712e6,0.281119356123
307.378200,11411.764706,8.135473368751e6,0.278947691152
307.378200,11529.411765,8.158095036441e6,0.276869019161
307.378200,11647.058824,8.182239817766e6,0.274883509763
307.378200,11764.705882,8.207997578126e6,0.272991356930
307.378200,11882.352941,8.235459159529e6,0.271192779112
307.378200,12000.000000,8.264716421454e6,0.269488019370
307.378200,12117.647059,8.295862282408e6,0.267877345522
307.378200,12235.294118,8.328990762231e6,0.266361050304
307.378200,12352.941176,8.364197025159e6,0.264939451552
307.378200,12470.588235,8.401577423720e6,0.263612892391
307.378200,12588.235294,8.441229543460e6,0.262381741447
307.378200,12705.882353,8.483252248576e6,0.261246393067
307.378200,12823.529412,8.527745728478e6,0.260207267566
307.378200,12941.176471,8.574811545319e6,0.259264811478
307.378200,13058.823529,8.624552682557e6,0.258419497834
307.378200,13176.470588,8.677073594568e6,0.257671826451
307.378200,13294.117647,8.732480257378e6,0.257022324240
307.378200,13411.764706,8.790880220553e6,0.256471545531
307.378200,13529.411765,8.852382660295e6,0.256020072416
307.378200,13647.058824,8.917098433796e6,0.255668515114
307.378200,13764.705882,8.985140134910e6,0.255417512348
307.378200,13882.352941,9.056622151186e6,0.255267731746
307.378200,14000.000000,9.131660722329e6,0.255219870260
307.378200,14117.647059,9.210374000144e6,0.255274654607
307.378200,14235.294118,9.292882110018e6,0.255432841729
307.378200,14352.941176,9.379307214014e6,0.255695219270
307.378200,14470.588235,9.469773575635e6,0.256062606085
307.378200,14588.235294,9.564407626324e6,0.256535852762
307.378200,14705.882353,9.663338033780e6,0.257115842172
307.378200,14823.529412,9.766695772154e6,0.257803490039
307.378200,14941.176471,9.874614194196e6,0.258599745536
307.378200,15058.823529,9.987229105457e6,0.259505591908
307.378200,15176.470588,1.010467884059e7,0.260522047120
307.378200,15294.117647,1.022710434187e7,0.261650164524
307.378200,15411.764706,1.035464924001e7,0.262891033568
307.378200,15529.411765,1.048745993733e7,0.264245780521
307.378200,15647.058824,1.062568569347e7,0.265715569228
307.378200,15764.705882,1.076947871360e7,0.267301601907
307.378200,15882.352941,1.091899423942e7,0.269005119959
307.378200,16000.000000,1.107439064284e7,0.270827404827
307.503200,2000.000000,3.976624158261e6,0.777679634948
307.503200,2117.647059,4.149347785081e6,0.766376948833
